,Rate,Comment
4275,1,All joint proper not working range quality very bad i am not use this products
4276,1,Mic is so bad you have to literally keep it in your mouth when you’re talking.
4277,1,Bluetooth connectivity is very very poor... This product wire is very very thin.. Real product is very bad as compared to product which shown in picture..
4278,1,Very bad quality
4279,1,i revice dead product.
4280,1,"Very poor sound.
Cannot use for listening music.
However you can’t expect much at this price."
4281,1,VERY VERY LOW QUALITY
4282,1,"Worst product👎. One of the bud didn't work after only 2 weeks of usage, and also have grains while talk n hear. Plz brought another brand for better use👍"
4283,1,Bad quality do not buy this product
4284,1,Worst quality
4285,1,Don't buy
4286,1,"Bad quality Wire, Battry"
4287,1,Few days one bud . Sound is not coming
4288,1,Nice bt earphone
4289,1,Sound quality is very poor
4290,1,worst has no bass .. wasted my money
4291,1,"Sonud quality is very bad,"
4292,1,Very bad quality.. not properly work after use of two months
4293,1,Not good
4294,1,Ok
4295,1,Worst
4296,1,Very cheap quality design
4297,1,Stopped working within 10 days of purchase
4298,1,Not upto the mark. Needs to be improved. Sound quality is just okay in this budget.
4299,1,Very thin wire used. Product not durable.
4300,1,Very bad product stoped working after 12 days of use
4301,1,Very Good product 👍👍
4302,1,Product quality very poor.
4303,1,"It's quite good at first but....... After some time it will stop working do not buy.... Save your money...... Not worth buying.
Pretty disappointed with flipkart at this purchase"
4304,1,not bad
4305,1,Worst
4306,1,Very cheap quality design
4307,1,Stopped working within 10 days of purchase
4308,1,Not upto the mark. Needs to be improved. Sound quality is just okay in this budget.
4309,1,Very thin wire used. Product not durable.
4310,1,Very bad product stoped working after 12 days of use
4311,1,Very Good product 👍👍
4312,1,Product quality very poor.
4313,1,"It's quite good at first but....... After some time it will stop working do not buy.... Save your money...... Not worth buying.
Pretty disappointed with flipkart at this purchase"
4314,1,not bad
4315,1,Wire is very small
4316,1,Design not conformable for ear
4317,1,Very poor product
4318,1,Works fine till from 100% to 70% the battery suddenly falls from 70% to 0% within half n hour please don't buy it's a waste of money
4319,1,Voice is breaking in between. Bass is good but since voice is not coming smoothly there is no use of this product. Better go with other brands like Boat. Disappointed with Flipkart brand product.
4320,1,Not good
4321,1,Bad product
4322,1,Very very poor quality West money
4323,1,Don't waste money... Quality is very bad 👎
4324,1,getting hear pain while using
4325,1,Do not buy this products
4326,1,"Best for music, but not clear while receiving phone calls. I knew when I used it"
4327,1,Worst thing and not suitable for this price
4328,1,Battery backup is worst
4329,1,Worest product
4330,1,Super
4331,1,Damage products received..
4332,1,"Nice products, poor built quality over all satisfied"
4333,1,"At first I gave it a good rating with FiveStar. Today my headphones have been Tikena for a week. When I bought it, the headphone charge was 70 percent and 4 when it was completely finished.Then when I'm 4, then when I want to charge, the headphones are not recharging, not turning on, all my money is lost, it's not happening in a week, so please don't buy this useless headphone."
4334,1,"Volume automatically up . Ear is pain.

Wire short."
4335,1,Not connected with lappy.....
4336,1,It s worst due to design it has been lost before I gave review the lead is too small it hardly fits u not recommended at all
4337,1,The quality is very poor.
4338,1,quality is poor
4339,1,2mitter range
4340,1,Soud quality is bad
4341,1,Quality is pathetic
4342,1,very bad product
4343,1,I really amazed by this product.... It's just awesome bluetooth great battery backup maximum 18 to 24 hrs battery backup.... I m using this product since last a week and it's awesome battery backup.... If u want to buy this product.... Just go for it.... Tnx u flipkart for this amazing bluetooth.....
4344,1,Very poor build quality use 3 days it's not working now
4345,1,Not worth in terms of price. More branded option are available with less price.
4346,1,Talking problem
4347,1,Writing review after the 2nd month of purchase. The headset had started getting issues with Bluetooth connectivity. The sound stops by its own in between. Left side earpiece is not working. I am highly disappointed. This wasn't expected by flipkart. Please don't buy it unless you want it for 1 month only. Terribly sad with the product.
4348,1,Battery only 3 Hours
4349,1,Not ok
4350,1,It's truly horrible
4351,1,not good
4352,1,Not that great product waste of money
4353,1,Doesn't work after 3-4 months. Not compatible with Mac. The voice is heard very low
4354,1,The item not getting even Switch ON
4355,1,"Got faulty product, not starting at all."
4356,1,"This headphone must be awarded by RTO department 😂😂 because you cannot use this while driving. Even in train or bus you can't use this useless earphone.
After giving review headphone 🎧 is not working is there any thing linked with reviews 🤔🤔. It's just waste product please don't buy."
4357,1,Worst product
4358,1,"Very bad quality and battery back up was very poor, hardly 2 hours worked after fully charged."
4359,1,VEry poor quality...
4360,1,This is wrost product stop working in 30 days do not buy this product wast of money
4361,1,Very Bad Product.Didn't even lasted 3 month.
4362,1,Worst product. Pls don't buy it. Service is very horrible
4363,1,Not at all connecting.. Got a faulty product
4364,1,Worst product
4365,1,Wire so poor after 15 days one side sound wire quality very poor otherwise sound bass good
4366,1,Worst product. Don't buy it. It get defective after one or two months. Go for other and save your money.
4367,1,"Only one month good,. It is a bad, not a replace"
4368,1,It just worked for 3 months
4369,1,After 3 months right side not working weast of money don't buy
4370,1,bad customer support very very bad....don't buy
4371,1,Nice 👍
4372,1,Continuous rumbling noise other side during call i can't talk to anyone with this
4373,1,"Its not working properly, after 2 months voice is not clear after some time it's totally disappeared"
4374,1,Very cheap design
4375,1,Worst product
4376,1,Not good as I wished.charging and sound very poor
4377,1,It work only 4 to 6 month's properly. Bad Condition.
4378,1,Dont buy this product..it will come only 2 to 3months..very very very very very very very very very worst product..
4379,1,"Nothing good in this earphones the worst is connectivity the range is too low even not worked above 3 meters.
Painful earphones continue use of 2 3 hours gives you pain in your ears..
I returned the product bcs of major issue which is range."
4380,1,"Very Very Very .......... Bad product. After a month one part is not working. I had registered so many complaint regarding exchange the product in warranty period. But no one is replacing my product. Even they are not taking back also. Neither they are giving me warranty nor replacement. They are closing my issue everytime by different reasons like our support is not reachable, our delivery partner is not there in your area, we are picking up ur product in next working days and so many reason..."
